City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
224,Shetpe,KZ,2021-02-06 03:49:25,44.1667,52.1167,273.78,91,94,11.41
225,Malakal,SS,2021-02-06 03:49:25,9.5334,31.6605,292.69,24,100,5.49
226,Lensk,RU,2021-02-06 03:49:25,60.7253,114.9278,252.03,87,98,1.0
227,Bonthe,SL,2021-02-06 03:49:25,7.5264,-12.505,297.65,85,1,2.21
228,Sakit,IN,2021-02-06 03:49:25,27.45,78.8167,289.24,49,0,3.31
229,Ossora,RU,2021-02-06 03:49:26,59.2353,163.0719,259.81,93,100,2.92
230,Bacolod,PH,2021-02-06 03:49:26,10.6667,122.95,303.24,62,75,5.97
231,Pakxan,LA,2021-02-06 03:49:26,18.3778,103.6601,301.48,42,0,1.55
232,Kerema,PG,2021-02-06 03:49:26,-7.9631,145.7785,304.03,60,100,2.51
233,Lithgow,AU,2021-02-06 03:49:26,-33.4833,150.15,290.93,43,97,2.24
234,Coruripe,BR,2021-02-06 03:49:26,-10.1256,-36.1756,298.39,84,24,6.09
235,Ryotsu,JP,2021-02-06 03:49:26,38.0833,138.4333,285.15,62,40,6.69
236,Bathsheba,BB,2021-02-06 03:49:26,13.2167,-59.5167,299.15,61,20,9.26
237,Prince Rupert,CA,2021-02-06 03:45:07,54.3161,-130.3201,275.15,100,90,2.06
238,Banda Aceh,ID,2021-02-06 03:49:26,5.5577,95.3222,302.57,64,1,3.74
239,Berlevag,NO,2021-02-06 03:49:26,70.8578,29.0864,270.19,90,100,9.27
240,Sitka,US,2021-02-06 03:49:27,57.0531,-135.33,275.15,87,90,1.54
241,Narsaq,GL,2021-02-06 03:49:27,60.9167,-46.05,262.15,62,0,2.57
242,Lufilufi,WS,2021-02-06 03:49:27,-13.8745,-171.5986,298.15,88,90,6.17
243,Batagay,RU,2021-02-06 03:47:56,67.6333,134.6333,238.85,82,100,0.92
244,Namibe,AO,2021-02-06 03:49:27,-15.1961,12.1522,293.96,83,65,2.8
245,Birjand,IR,2021-02-06 03:49:27,32.8663,59.2211,278.15,17,0,3.09
246,Choya,RU,2021-02-06 03:49:27,52.0108,86.5467,273.55,96,99,0.72
247,Sarangani,PH,2021-02-06 03:49:27,5.4033,125.4636,301.12,74,100,7.68
248,Petatlan,MX,2021-02-06 03:49:28,17.5167,-101.2667,294.68,85,31,1.25
249,Concordia,AR,2021-02-06 03:49:28,-31.393,-58.0209,290.93,89,0,2.7
250,Hanstholm,DK,2021-02-06 03:49:28,57.1167,8.6167,268.71,83,19,3.58
251,Flinders,AU,2021-02-06 03:48:51,-34.5833,150.8552,295.37,90,99,3.13
252,Sao Filipe,CV,2021-02-06 03:49:00,14.8961,-24.4956,293.78,76,7,6.59
253,Miles City,US,2021-02-06 03:46:44,46.4083,-105.8406,261.15,79,90,6.17
254,Nanortalik,GL,2021-02-06 03:49:28,60.1432,-45.2371,266.78,73,0,2.0
255,Ponta Do Sol,PT,2021-02-06 03:44:53,32.6667,-17.1,283.71,68,45,0.89
256,Caravelas,BR,2021-02-06 03:49:28,-17.7125,-39.2481,299.78,81,100,5.85
257,Pilar,BR,2021-02-06 03:49:28,-9.5972,-35.9567,297.15,88,40,3.6
258,Bud,US,2021-02-06 03:48:02,39.447,-86.1758,269.82,73,90,4.26
259,Itarema,BR,2021-02-06 03:49:29,-2.9248,-39.9167,299.21,78,35,5.18
260,Mar Del Plata,AR,2021-02-06 03:45:32,-38.0023,-57.5575,294.82,68,0,5.14
261,Lompoc,US,2021-02-06 03:45:41,34.6391,-120.4579,286.48,82,1,2.57
262,Kusti,SD,2021-02-06 03:49:29,13.1629,32.6635,286.79,37,0,5.67
263,Lanzhou,CN,2021-02-06 03:49:29,36.0564,103.7922,272.15,24,0,2.0
